TimeStep,Station_PM,Occupancy
58,19,0.057
58,0,0.0129
58,4,0.0334
58,7,0.0212
58,10,0.049
58,11,0.0539
58,12,0.0451
58,13,0.0488
58,14,0.0327
58,17,0.045
58,22,0.0415
58,8,0.0245
58,1,0.02
58,20,0.0232
58,23,0.0481
58,3,0.0287
58,5,0.0248
58,24,0.0287
58,21,0.0508
59,2,0.0165
59,6,0.0267
59,15,0.0677
59,19,0.0478
59,0,0.013
59,4,0.0368
59,7,0.0253
59,10,0.0497
59,11,0.0552
59,12,0.0501
59,13,0.0473
59,14,0.0512
59,17,0.0384
59,22,0.0352
59,8,0.0319
59,1,0.0226
59,20,0.0181
59,23,0.0341
59,3,0.0296
59,5,0.0304
59,24,0.0407
59,21,0.0367
60,2,0.0273
60,6,0.0318
60,15,0.0727
60,19,0.0513
60,0,0.0129
60,4,0.0313
60,7,0.0224
60,10,0.0567
60,11,0.0551
60,12,0.0462
60,13,0.0489
60,14,0.0318
60,17,0.0407
60,22,0.0383
60,8,0.0299
60,1,0.0192
60,20,0.0126
60,23,0.0352
60,3,0.0365
60,5,0.0239
60,24,0.0314
60,21,0.0405
61,2,0.0217
61,6,0.0366
61,15,0.0865
61,19,0.0465
61,0,0.0163
61,4,0.0302
61,7,0.0203
61,10,0.0483
61,11,0.0624
61,12,0.043
61,13,0.0466
61,14,0.0356
61,17,0.0413
61,22,0.0333
61,8,0.0286
61,1,0.0202
61,20,0.0138
61,23,0.0309
61,3,0.0325
61,5,0.0198
61,24,0.0292
61,21,0.0335
62,2,0.0238
62,6,0.0394
62,15,0.0636
62,19,0.051
62,0,0.016
62,4,0.0346
62,7,0.022
62,10,0.0496
62,11,0.0579
62,12,0.0434
62,13,0.0459
62,14,0.0436
62,17,0.0423
62,22,0.0348
62,8,0.0275
62,1,0.0271
62,20,0.014
62,23,0.0292
62,3,0.0378
62,5,0.0255
62,24,0.0272
62,21,0.04
63,2,0.0319
63,6,0.0451
63,15,0.0938
63,19,0.042
63,0,0.0187
63,4,0.0337
